date,total_transactions,tpv,success_rate,failure_rate,avg_ticket_size,refunds,unique_merchants,total_transactions_baseline_7d,total_transactions_baseline_30d,total_transactions_pct_change_7d,total_transactions_pct_change_30d,tpv_baseline_7d,tpv_baseline_30d,tpv_pct_change_7d,tpv_pct_change_30d,success_rate_baseline_7d,success_rate_baseline_30d,success_rate_pct_change_7d,success_rate_pct_change_30d,failure_rate_baseline_7d,failure_rate_baseline_30d,failure_rate_pct_change_7d,failure_rate_pct_change_30d,avg_ticket_size_baseline_7d,avg_ticket_size_baseline_30d,avg_ticket_size_pct_change_7d,avg_ticket_size_pct_change_30d,refunds_baseline_7d,refunds_baseline_30d,refunds_pct_change_7d,refunds_pct_change_30d,unique_merchants_baseline_7d,unique_merchants_baseline_30d,unique_merchants_pct_change_7d,unique_merchants_pct_change_30d
2026-04-05,494253,2272.43,98.32,1.51,459.77,1568,158424,542748.0,531094.5,-8.935085896217029,-6.93690105998085,2488.84,2336.75,-8.695215441731904,-2.75254092222104,98.19,98.14500000000001,0.13239637437620477,0.17830760609300825,1.68,1.685,-10.119047619047615,-10.385756676557865,458.56,455.575,0.2638695045359341,0.9208143554848255,2070.0,2123.0,-24.2512077294686,-26.14225153085257,157336.0,156038.0,0.6915137031575735,1.5291147028287981
2026-04-06,560157,2494.22,98.41,1.36,445.27,2471,158347,542748.0,531094.5,3.2075659422052225,5.472189977489881,2488.84,2309.29,0.21616496038313648,8.0080890663364,98.3,98.155,0.11190233977619475,0.2597931842493968,1.51,1.68,-9.933774834437079,-19.047619047619037,459.77,455.575,-3.1537507884376974,-2.2619766229490224,2070.0,2111.5,19.3719806763285,17.025811034809376,157504.0,156168.5,0.5352245022348638,1.3949676151080403
2026-04-07,566972,2615.92,98.08,1.71,461.38,2288,158167,546762.0,531517.5,3.6963066196992473,6.670429477862911,2494.22,2336.75,4.879280897434881,11.946934845404945,98.32,98.155,-0.24410089503660992,-0.07640976007335626,1.49,1.68,14.765100671140937,1.7857142857142874,459.77,455.575,0.3501750875437749,1.274213905504035,2070.0,2123.0,10.531400966183575,7.772020725388601,157808.0,156363.5,0.22749163540504916,1.153402168664682
2026-04-08,552003,2420.02,98.27,1.56,438.41,1851,157863,546762.0,532572.5,0.9585523500170093,3.6484234540837166,2494.22,2365.45,-2.9748779177458213,2.3069606206007385,98.32,98.14500000000001,-0.05085435313262526,0.1273625757807181,1.51,1.68,3.3112582781456985,-7.142857142857137,461.38,455.575,-4.9785426329706475,-3.767766009987371,2128.0,2143.5,-13.016917293233082,-13.64590622813156,157887.0,156453.0,-0.015200744836496988,0.9012291231232382
2026-04-09,564711,2521.14,98.2,1.5,446.45,1893,156711,546762.0,533779.0,3.282781173527056,5.794907630311421,2488.84,2365.45,1.2977933495122116,6.581834323278872,98.32,98.16,-0.12205044751829774,0.040749796251025115,1.51,1.65,-0.6622516556291397,-9.090909090909086,459.77,454.28999999999996,-2.89710072427518,-1.7257698826740573,2070.0,2143.5,-8.550724637681158,-11.686494051784464,157887.0,156582.5,-0.7448364969883524,0.08206536490348539
2026-04-10,558409,2472.19,98.23,1.55,442.72,2139,158503,552003.0,535450.5,1.1605009393064893,4.287697929126969,2494.22,2386.715,-0.8832420556326125,3.581282222636549,98.27,98.18,-0.040704182354728856,0.05092686901608999,1.51,1.645,2.6490066225165587,-5.7750759878419435,459.77,454.28999999999996,-3.7083759270939725,-2.5468313192013774,1893.0,2123.0,12.995245641838352,0.753650494583137,157887.0,156685.5,0.3901524508034227,1.1599669401444295
2026-04-11,504193,2275.06,97.97,1.88,451.23,2437,158446,558409.0,538245.5,-9.709012569639816,-6.32657402616464,2472.19,2406.6099999999997,-7.973901682314066,-5.4661951874213,98.23,98.18,-0.2646849231395756,-0.21389284986759824,1.55,1.645,21.290322580645153,14.28571428571428,446.45,454.28999999999996,1.070668607906827,-0.673578551145732,1893.0,2123.0,28.73745377707343,14.790390956194067,158167.0,156724.0,0.17639583478222387,1.0987468415813788
2026-04-12,515217,2497.36,98.21,1.67,484.72,1993,158617,558409.0,538245.5,-7.734832354063061,-4.278437999017177,2472.19,2406.6099999999997,1.0181256295025898,3.770864410934903,98.23,98.18,-0.020360378703054294,0.030556121409642416,1.55,1.645,7.74193548387096,1.5197568389057698,446.45,454.28999999999996,8.572068540710056,6.698364480838245,2139.0,2133.5,-6.825619448340346,-6.585423013827045,158347.0,156776.5,0.17051159794628254,1.1739642101973191
2026-04-13,573927,2421.92,98.35,1.52,421.99,1864,157498,558409.0,535450.5,2.7789666713824457,7.185818296929408,2494.22,2440.005,-2.898701798558256,-0.7411870057643339,98.21,98.19,0.14255167498218163,0.16294938384763888,1.56,1.6400000000000001,-2.5641025641025665,-7.317073170731714,446.45,455.575,-5.478777018703098,-7.3720024145310825,2139.0,2116.5,-12.856474988312295,-11.930073234112923,158347.0,156776.5,-0.5361642468755329,0.46020927881410795
2026-04-14,557200,2564.76,98.64,1.22,460.29,2160,157775,558409.0,539429.5,-0.21650797175546957,3.2943137147671755,2472.19,2440.955,3.744453298492436,5.071990266104877,98.21,98.19,0.43783728744527733,0.45829514207149696,1.56,1.6400000000000001,-21.7948717948718,-25.609756097560982,446.45,454.28999999999996,3.100011199462433,1.32074225714853,1993.0,2116.5,8.379327646763674,2.0552799433026223,158167.0,156857.0,-0.24783930908470164,0.5852464346506691
2026-04-15,575873,2452.12,98.49,1.38,425.81,2224,159602,557200.0,542486.5,3.351220387652548,6.15434669802843,2472.19,2466.09,-0.8118308058846675,-0.5664837860743223,98.23,98.19,0.2646849231395611,0.30553009471432646,1.55,1.6400000000000001,-10.96774193548388,-15.85365853658538,446.45,455.575,-4.623138089371707,-6.53350161883334,1993.0,2116.5,11.590566984445559,5.079140089770848,157863.0,156993.5,1.101588085871927,1.6615337577670413
2026-04-16,529900,2347.04,98.85,1.02,442.92,1405,158848,558409.0,543124.0,-5.105397656556395,-2.434803102054043,2472.19,2466.09,-5.062313171722241,-4.827479937877375,98.23,98.195,0.6311717397943504,0.6670400733234901,1.52,1.5950000000000002,-32.89473684210527,-36.05015673981192,446.45,455.575,-0.7906820472617253,-2.7778082642813966,2139.0,2116.5,-34.315100514259,-33.61682022206473,158446.0,157095.5,0.2537141991593351,1.1155634629890734
2026-04-17,569205,2654.4,97.97,1.87,466.33,2261,159545,557200.0,543124.0,2.1545226130653266,4.802034157945515,2452.12,2466.09,8.249188457334885,7.635974356167047,98.35,98.205,-0.3863751906456487,-0.2392953515605106,1.52,1.57,23.02631578947369,19.10828025477707,442.92,455.575,5.285378849453619,2.360752894693518,2139.0,2099.0,5.703599812996727,7.71796093377799,158503.0,157219.0,0.6574008062938872,1.4794649501650563
2026-04-18,516834,2330.74,98.46,1.4,450.96,2007,159142,557200.0,545131.0,-7.244436468054559,-5.190862379868325,2452.12,2473.5550000000003,-4.950002446862312,-5.773673922754921,98.35,98.205,0.11184544992374117,0.25966091339544367,1.52,1.57,-7.89473684210527,-10.828025477707016,451.23,456.53999999999996,-0.05983644704475293,-1.2222368248127184,2160.0,2099.0,-7.083333333333333,-4.383039542639352,158617.0,157417.0,0.33098595989080615,1.0958155726509842
2026-04-19,513582,2228.09,98.26,1.47,433.83,2233,159263,557200.0,545131.0,-7.828068916008614,-5.787416235730494,2452.12,2473.5550000000003,-9.136176043586763,-9.923571539747453,98.46,98.22,-0.20312817387770532,0.040724903278361084,1.4,1.5550000000000002,5.000000000000004,-5.466237942122198,450.96,456.53999999999996,-3.79856306546035,-4.974372453673277,2007.0,2062.5,11.260587942202292,8.266666666666666,158848.0,157501.0,0.26125604351329573,1.1187230557266303
2026-04-20,563432,2474.99,98.86,1.03,439.27,2774,160110,557200.0,543124.0,1.1184493898061738,3.7391093010067684,2421.92,2466.09,2.1912367047631514,0.36089518225205225,98.46,98.245,0.40625634775543945,0.6259860552699831,1.4,1.55,-26.428571428571423,-33.5483870967742,442.92,456.53999999999996,-0.8240765826785953,-3.7828010689096208,2160.0,2062.5,28.425925925925927,34.4969696969697,159142.0,157639.5,0.60826180392354,1.5671833518883276
2026-04-21,540812,2488.78,97.96,1.84,460.19,2467,159067,557200.0,545131.0,-2.9411342426417804,-0.7922866246828744,2452.12,2473.5550000000003,1.495032869517002,0.6155108740254374,98.49,98.265,-0.5381256980404114,-0.31038518292373357,1.38,1.5350000000000001,33.33333333333335,19.869706840390876,442.92,456.53999999999996,3.899123995303888,0.7994918298506231,2224.0,2099.0,10.926258992805755,17.53215817055741,159263.0,157791.5,-0.12306687680126584,0.8083451896965299
2026-04-22,1010739,3106.28,97.95,1.87,307.328,2170,159676,540812.0,545131.0,86.89285740701021,85.41213029528683,2452.12,2474.955,26.677324111381186,25.508544599800814,98.46,98.265,-0.5179768433881687,-0.3205617462982728,1.4,1.5350000000000001,33.571428571428584,21.824104234527685,442.92,457.72,-30.613203287275365,-32.8567683299834,2233.0,2133.5,-2.8213166144200628,1.7108038434497306,159263.0,157835.5,0.25931949040266733,1.1660874771518448
2026-04-23,568833,2578.22,98.02,1.68,453.25,1960,159350,540812.0,547898.5,5.18128295969764,3.820871931571267,2474.99,2478.395,4.170925943135125,4.027808319497087,98.26,98.245,-0.24424994911460318,-0.22901928851341902,1.47,1.5350000000000001,14.285714285714285,9.446254071661224,442.92,457.72,2.3322496161835056,-0.9765795682950335,2233.0,2133.5,-12.225705329153605,-8.132177173658308,159263.0,157875.0,0.05462662388627616,0.934283452098179
2026-04-24,582317,2624.41,97.56,2.31,450.68,3078,159492,563432.0,549527.5,3.3517798066137527,5.9668533421894265,2488.78,2485.29,5.4496580653974895,5.597737085008184,98.02,98.22,-0.4692919812283144,-0.6719609040928493,1.68,1.55,37.50000000000001,49.03225806451613,450.96,455.48,-0.06208976405889053,-1.053833318696762,2233.0,2099.0,37.841468875951634,46.6412577417818,159350.0,158027.0,0.08911201757138375,0.9270567687800185
2026-04-25,515686,2270.18,98.04,1.78,440.23,2078,159712,563432.0,551011.5,-8.474137074216587,-6.411027719022198,2488.78,2485.29,-8.783419988910243,-8.65532794965578,98.02,98.205,0.020403999183850472,-0.16801588513822316,1.68,1.5550000000000002,5.952380952380958,14.469453376205777,450.68,452.24,-2.318718381112982,-2.655669555987969,2233.0,2099.0,-6.941334527541423,-1.0004764173415912,159350.0,158257.0,0.22717288986507686,0.9193906114737421
2026-04-26,513386,2475.34,97.97,1.73,482.16,2057,160257,563432.0,551011.5,-8.882349600306693,-6.828441874625121,2488.78,2478.395,-0.5400236260336412,-0.12326525836276446,98.02,98.205,-0.05100999795959718,-0.2392953515605106,1.78,1.5550000000000002,-2.8089887640449462,11.25401929260449,440.23,451.095,9.524566703768485,6.886575998403884,2233.0,2103.0,-7.8817733990147785,-2.187351402757965,159492.0,158385.5,0.4796478820254307,1.1816106903725403
2026-04-27,562300,2583.82,98.25,1.48,459.51,2242,159817,563432.0,548391.0,-0.20091155631912988,2.5363290061288386,2488.78,2478.57,3.818738498380731,4.2464001420173725,97.97,98.205,0.28580177605389523,0.045822514128610256,1.78,1.615,-16.853932584269664,-8.359133126934985,450.68,452.24,1.9592615603088632,1.6075535114098667,2170.0,2103.0,3.317972350230415,6.609605325725154,159676.0,158435.0,0.0883038152258323,0.8722820083946098
2026-04-28,579213,2430.51,98.3,1.43,419.62,2374,161324,562300.0,551011.5,3.0078250044460253,5.118132743146014,2578.22,2485.29,-5.729146465390835,-2.204169332351546,97.97,98.22,0.3368378074920877,0.0814498065567077,1.78,1.5550000000000002,-19.66292134831461,-8.03858520900323,453.25,455.48,-7.419746276889133,-7.873013085097043,2170.0,2133.5,9.400921658986174,11.272556831497539,159676.0,158474.5,1.0320899822139833,1.798081079290359
2026-04-29,573345,2596.09,98.76,1.09,452.8,2251,159724,568833.0,554601.5,0.7932029259905807,3.3796338452023655,2578.22,2485.29,0.6931138537440694,4.4582322384912905,98.02,98.24000000000001,0.7549479698020906,0.529315960912048,1.73,1.5350000000000001,-36.99421965317919,-28.990228013029316,450.68,452.24,0.47040028401526685,0.12382805589952288,2170.0,2149.5,3.7327188940092166,4.722028378692719,159712.0,158560.0,0.007513524343818873,0.7341069626639758
2026-04-30,564356,2483.58,98.49,1.38,440.07,2095,160410,568833.0,557538.0,-0.7870499777614871,1.222876288252998,2578.22,2488.8100000000004,-3.670749586924307,-0.21014058927762555,98.04,98.255,0.45899632802936413,0.23917357895272445,1.68,1.5150000000000001,-17.85714285714286,-8.910891089108926,452.8,452.015,-2.8113957597173185,-2.6426114177626836,2242.0,2149.5,-6.5566458519179305,-2.5354733658990463,159724.0,158732.5,0.42949087175377526,1.056809412061172
2026-05-01,577063,2670.57,98.03,1.74,462.79,2150,160328,564356.0,558142.5,2.251592966141939,3.389904907796844,2483.58,2486.1800000000003,7.529050805691793,7.416598959045598,98.25,98.255,-0.2239185750636121,-0.22899597984834802,1.48,1.5150000000000001,17.56756756756757,14.851485148514843,450.68,451.095,2.6870506789739976,2.592580276881808,2242.0,2149.5,-4.1034790365744875,0.02326122354035822,159817.0,158957.5,0.3197407034295475,0.8621801424909173
2026-05-02,527261,2309.99,97.93,1.78,438.11,2100,161957,564356.0,559283.0,-6.5729787580888654,-5.725545028187876,2483.58,2486.1800000000003,-6.989507082517984,-7.086775696047772,98.25,98.255,-0.3256997455470668,-0.330771970892055,1.48,1.5150000000000001,20.270270270270274,17.491749174917484,452.8,451.095,-3.244257950530035,-2.878551081257831,2150.0,2144.5,-2.3255813953488373,-2.0750757752389837,160257.0,159104.5,1.0607960962703658,1.792846839655698
2026-05-03,537185,2408.09,98.35,1.44,448.28,2002,161077,564356.0,559283.0,-4.8145142427829235,-3.951130286456052,2483.58,2479.46,-3.0395638554022737,-2.878449339775592,98.25,98.24000000000001,0.10178117048345477,0.11197068403907288,1.48,1.5350000000000001,-2.7027027027027053,-6.188925081433237,452.8,450.82,-0.9982332155477117,-0.5634177720598067,2150.0,2144.5,-6.883720930232558,-6.644905572394498,160328.0,159202.5,0.4671673070206077,1.1774312589312355
2026-05-04,565546,2587.8,97.8,1.98,457.57,2060,161865,564356.0,559283.0,0.21085981189178463,1.1198266351739639,2483.58,2475.165,4.196361703669713,4.55060571719462,98.3,98.24000000000001,-0.508646998982706,-0.44788273615636387,1.44,1.5350000000000001,37.50000000000001,28.990228013029302,448.28,449.48,2.072365485857058,1.799857613241963,2150.0,2144.5,-4.186046511627907,-3.9403124271391934,160410.0,159306.5,0.9070506826257714,1.6060236085784323
2026-05-05,570635,2641.96,98.75,1.09,462.99,2312,159971,565546.0,561228.5,0.8998383862674301,1.6760552965503357,2483.58,2479.46,6.37708469225876,6.553846402039154,98.3,98.24000000000001,0.4577822990844383,0.5191368078175803,1.44,1.5350000000000001,-24.305555555555546,-28.990228013029316,448.28,449.48,3.281431248326947,3.0056954703212577,2100.0,2144.5,10.095238095238095,7.810678479832128,161077.0,159421.0,-0.6866281343705184,0.344998463188664
2026-05-06,570689,2465.35,98.55,1.19,432.0,2209,161493,565546.0,562866.0,0.9093866811895054,1.3898512256913722,2587.8,2486.1800000000003,-4.731818533116944,-0.8378315327128518,98.35,98.24000000000001,0.20335536349771516,0.3155537459283266,1.44,1.5350000000000001,-17.36111111111111,-22.4755700325733,452.8,449.48,-4.593639575971734,-3.8889383287354313,2100.0,2155.0,5.190476190476191,2.505800464037123,160410.0,159518.5,0.6751449410884608,1.2377874666574722
2026-05-07,559140,2488.08,98.06,1.8,444.98,2657,162111,565546.0,563894.0,-1.1327106902002666,-0.8430662500399011,2483.58,2479.46,0.18119005628971083,0.34765634452662636,98.35,98.24000000000001,-0.2948652770716747,-0.18322475570033267,1.44,1.5350000000000001,25.000000000000007,17.26384364820846,448.28,449.48,-0.7361470509502888,-1.001156892409006,2100.0,2155.0,26.523809523809522,23.294663573085845,161077.0,159573.5,0.6419290153156565,1.5901763137363034
2026-05-08,580216,2569.64,97.69,2.15,442.88,1551,161585,565546.0,562866.0,2.5939534538304576,3.082438804262471,2488.08,2479.46,3.278029645349022,3.637082267913168,98.06,98.24000000000001,-0.3773200081582751,-0.5598534201954513,1.74,1.5350000000000001,23.563218390804593,40.06514657980454,448.28,447.365,-1.2046042651913933,-1.002537078224719,2150.0,2155.0,-27.86046511627907,-28.02784222737819,161493.0,159639.0,0.056968413491606446,1.2190003695838736
2026-05-09,534166,2351.4,98.61,1.21,440.2,2428,162492,565546.0,563894.0,-5.54862027138376,-5.271912806307569,2488.08,2485.83,-5.4933924954181474,-5.407851703455178,98.06,98.22,0.560881093208237,0.397067806963959,1.78,1.5350000000000001,-32.02247191011236,-21.172638436482096,444.98,447.365,-1.0742055822733672,-1.6016004828272261,2100.0,2155.0,15.619047619047619,12.668213457076567,161585.0,159694.0,0.5613144784478757,1.752100892957782
2026-05-10,532182,2535.75,98.17,1.63,476.48,2460,161346,565546.0,562866.0,-5.89943169963186,-5.451386297982113,2488.08,2479.46,1.9159351789331565,2.2702523936663614,98.35,98.24000000000001,-0.18301982714793352,-0.0712540716612453,1.44,1.5350000000000001,13.194444444444443,6.188925081433208,444.98,446.63,7.078969841341183,6.6833844569330365,2209.0,2165.0,11.36260751471254,13.625866050808314,161585.0,159718.0,-0.14790976885230683,1.0192965100990496
2026-05-11,576482,2629.19,98.57,1.28,456.07,1708,163007,565546.0,562866.0,1.9337065419965838,2.4190482281750896,2535.75,2485.83,3.6849058463965316,5.767087853956229,98.17,98.22999999999999,0.4074564530915672,0.3461264379517494,1.63,1.575,-21.4723926380368,-18.730158730158728,444.98,449.48,2.492246842554716,1.4661386491056276,2312.0,2189.5,-26.124567474048444,-21.991322219684857,161585.0,159770.5,0.8800321812049385,2.0257181394562824
2026-05-12,563581,2429.52,97.72,2.16,431.09,2157,163839,570635.0,563894.0,-1.2361667265414844,-0.05550688604595899,2535.75,2488.4300000000003,-4.189293108547767,-2.367356124142544,98.55,98.255,-0.8422120750887857,-0.54450155208386,1.28,1.5,68.75000000000001,44.000000000000014,444.98,449.48,-3.1214886062295033,-4.09139450031148,2312.0,2165.0,-6.704152249134948,-0.3695150115473441,161585.0,159894.0,1.394931460222174,2.467259559458141
2026-05-13,575913,2670.9,98.02,1.76,463.77,2196,161829,563581.0,563968.5,2.1881504167102865,2.117937437995207,2488.08,2485.83,7.347834474775737,7.4449982500814675,98.17,98.255,-0.15279616990934675,-0.23917357895272445,1.63,1.5,7.975460122699395,17.333333333333336,442.88,446.63,4.716853323699419,3.8376284620379253,2209.0,2165.0,-0.5885015844273427,1.4318706697459584,162111.0,160040.5,-0.17395488276551252,1.1175296253135925
2026-05-14,577613,2783.13,98.2,1.64,481.83,1903,161883,563581.0,563968.5,2.489792949017089,2.4193727131923146,2535.75,2488.4300000000003,9.755693581780543,11.842808517820465,98.06,98.21000000000001,0.14276973281664346,-0.010182262498732424,1.76,1.555,-6.818181818181825,5.466237942122184,444.98,449.48,8.281271068362615,7.197205659873624,2196.0,2183.0,-13.342440801457196,-12.82638570774164,162111.0,160183.5,-0.14064437329977608,1.0609706992293213
2026-05-15,573055,2667.5,98.21,1.57,465.49,2069,163522,575913.0,564951.0,-0.4962555108150015,1.4344606877410606,2569.64,2488.4300000000003,3.80831556171293,7.196103567309496,98.17,98.185,0.040745645309149474,0.025462137801081093,1.64,1.6349999999999998,-4.26829268292682,-3.975535168195702,456.07,449.48,2.065472405551783,3.5618937438818166,2157.0,2183.0,-4.079740380157626,-5.222171323866239,161883.0,160292.5,1.0124596158954307,2.0147542773367437
2026-05-16,534813,2284.77,98.06,1.8,427.21,1842,163743,573055.0,564951.0,-6.673355960597151,-5.33462194066388,2629.19,2512.2650000000003,-13.099852045687078,-9.055374333519765,98.2,98.185,-0.14256619144602908,-0.1273106890054489,1.63,1.6349999999999998,10.429447852760747,10.091743119266072,463.77,450.82,-7.88321797442698,-5.237123463910211,2157.0,2163.5,-14.603616133518777,-14.860180263461983,162492.0,160369.0,0.769884055830441,2.103897885501562
2026-05-17,541621,2397.95,98.39,1.42,442.74,2641,162181,573055.0,564951.0,-5.485337358543246,-4.129561678800462,2629.19,2512.2650000000003,-8.795104195588763,-4.550276344255104,98.17,98.11500000000001,0.22410104920036555,0.28028334097741575,1.64,1.66,-13.414634146341461,-14.457831325301203,463.77,450.82,-4.5345753282877235,-1.7922896056075561,2069.0,2163.5,27.646205896568393,22.070718742777906,163007.0,160743.5,-0.5067267049881294,0.8942818838708875
2026-05-18,606860,2846.2,97.88,1.91,469.0,2711,162383,573055.0,563968.5,5.89908473008699,7.605300650656907,2629.19,2488.4300000000003,8.253872865787553,14.377338321753053,98.2,98.185,-0.3258655804480727,-0.31063808117330227,1.64,1.6349999999999998,16.463414634146343,16.819571865443436,456.07,449.48,2.835091104435724,4.342796119960839,2069.0,2163.5,31.029482841952632,25.306216778368384,163007.0,161200.5,-0.3828056463832842,0.7335585187390857
2026-05-19,587644,2582.02,98.16,1.73,439.38,2724,162614,573055.0,564951.0,2.5458289343954768,4.016808537377578,2667.5,2512.2650000000003,-3.2044985941893165,2.7765781078031035,98.06,98.11500000000001,0.10197838058331053,0.04586454670538398,1.76,1.66,-1.7045454545454561,4.216867469879522,463.77,449.48,-5.259072385018433,-2.2470410251846626,2157.0,2183.0,26.286509040333794,24.782409528172238,162383.0,161335.0,0.14225627066872765,0.7927604053677132
2026-05-20,589420,2691.63,98.24,1.6,456.66,2570,161884,575913.0,567189.5,2.3453195187467553,3.9194131767248863,2667.5,2552.6949999999997,0.9045923149015974,5.442679207660939,98.16,98.11,0.08149959250203576,0.1325043318723835,1.73,1.705,-7.514450867052017,-6.158357771260996,463.77,449.48,-1.5330875218319333,1.5974014416659263,2196.0,2183.0,17.03096539162113,17.727897388914336,162383.0,161419.5,-0.3072981777649138,0.2877595333897082
2026-05-21,586325,2706.59,98.35,1.52,461.62,2014,162345,577613.0,569734.0,1.5082763026455428,2.9120607160534564,2667.5,2573.93,1.4654170571696399,5.15398631664421,98.2,98.11,0.15274949083502187,0.2446233819182498,1.64,1.705,-7.317073170731701,-10.85043988269795,456.66,451.74,1.086147243025441,2.1870987736308485,2570.0,2183.0,-21.634241245136188,-7.7416399450297755,162383.0,161539.0,-0.023401464439011473,0.4989507177833217
2026-05-22,565435,2465.84,93.91,5.97,436.1,2113,162396,586325.0,570662.0,-3.562870421694453,-0.915953751958252,2667.5,2580.12,-7.559887535145261,-4.429251352650255,98.21,98.16499999999999,-4.378372874452701,-4.334538786736613,1.6,1.66,273.12499999999994,259.6385542168675,456.66,451.74,-4.502255507379671,-3.4621685040067263,2570.0,2163.5,-17.782101167315176,-2.334180725675988,162383.0,161707.0,0.008005764150188135,0.4260792668220918
2026-05-23,541408,2431.5,93.36,6.34,449.11,2298,162705,586325.0,569734.0,-7.660768345201039,-4.971793854676042,2582.02,2573.93,-5.8295443102687035,-5.533561518767016,98.16,98.16499999999999,-4.889975550122247,-4.894819946009263,1.73,1.66,266.4739884393063,281.9277108433735,442.74,451.74,1.4387676740299056,-0.5821932970292636,2570.0,2153.5,-10.583657587548638,6.710006965405155,162383.0,161847.0,0.19829661972004456,0.5301303082540918
2026-05-24,543085,2179.84,93.24,6.6,401.38,1840,163412,586325.0,568090.5,-7.374749498997995,-4.401675437276279,2582.02,2552.6949999999997,-15.576176791814156,-14.606327822164403,98.16,98.16499999999999,-5.012224938875307,-5.017063108032392,1.73,1.685,281.5028901734104,291.69139465875367,449.11,449.895,-10.627685867604821,-10.783627290812298,2570.0,2176.5,-28.404669260700388,-15.460601883758326,162383.0,161874.0,0.6336870238879686,0.950121699593511
2026-05-25,619485,2692.49,94.08,5.65,434.63,2698,163747,586325.0,565490.5,5.655566452053042,9.548259431413967,2582.02,2511.915,4.2784331647314815,7.188738472440343,97.88,98.16499999999999,-3.882304863097668,-4.161360973870519,1.91,1.685,195.81151832460733,235.31157270029675,449.11,448.695,-3.224154438778922,-3.1346460290397706,2298.0,2153.5,17.40644038294169,25.284420710471327,162396.0,161883.5,0.8319170422916821,1.1511364654211207
2026-05-26,588925,2627.85,93.8,6.05,446.21,2284,164920,586325.0,568090.5,0.443440071632627,3.667461434401737,2582.02,2552.6949999999997,1.7749668863912722,2.9441433465416047,94.08,98.16499999999999,-0.29761904761904884,-4.446595018591143,5.65,1.685,7.079646017699106,259.05044510385756,439.38,448.695,1.5544631071054633,-0.5538283243628775,2298.0,2176.5,-0.6092254134029591,4.939122444291293,162614.0,161920.5,1.4180820839534112,1.8524522836824244
2026-05-27,595570,2568.59,97.98,1.79,431.28,2270,163001,586325.0,570662.0,1.5767705624013986,4.364755319260789,2627.85,2575.83,-2.255075441901165,-0.2810744497889916,93.91,98.16499999999999,4.333936747950173,-0.18845820811897118,5.97,1.685,-70.01675041876047,6.231454005934717,446.21,447.245,-3.345958181125481,-3.569631857259451,2284.0,2202.5,-0.6129597197898424,3.064699205448354,162705.0,162034.0,0.1819243415998279,0.5967883283755261
2026-05-28,592388,2810.8,98.67,1.08,474.49,2580,164707,586325.0,571872.0,1.0340681362725452,3.5875160875160876,2568.59,2569.115,9.429687104598242,9.407325090546761,93.91,98.11,5.06868278138644,0.5707878911425973,5.97,1.7349999999999999,-81.90954773869346,-37.75216138328529,436.1,445.595,8.803026828709008,6.4845880227560855,2270.0,2202.5,13.656387665198238,17.13961407491487,163001.0,162146.0,1.0466193458935835,1.5794407509281758
2026-05-29,579725,2484.4,98.23,1.55,428.55,2447,163868,588925.0,571872.0,-1.5621683576007133,1.3732093895137374,2568.59,2575.83,-3.2776737431820595,-3.549535489531523,93.91,98.11,4.600149078905344,0.12231169095913215,5.97,1.7349999999999999,-74.03685092127303,-10.662824207492786,436.1,447.245,-1.7312542994726006,-4.180035550984358,2284.0,2202.5,7.136602451838879,11.101021566401815,163412.0,162263.0,0.27904927422710696,0.9891349229337556
2026-05-30,559347,2480.14,98.55,1.25,443.4,2136,164120,588925.0,571872.0,-5.0223712696862925,-2.190175423871076,2568.59,2569.115,-3.443523489540965,-3.4632548562442675,94.08,98.11,4.7512755102040805,0.4484762001834652,5.65,1.7349999999999999,-77.87610619469027,-27.95389048991354,434.63,445.595,2.0178082506959902,-0.492599782313547,2298.0,2202.5,-7.049608355091384,-3.0192962542565267,163747.0,162364.0,0.22779043280182232,1.081520534108546
2026-05-31,555818,2512.08,98.22,1.6,451.96,2545,164819,588925.0,571872.0,-5.621598675552915,-2.8072715572715574,2568.59,2569.115,-2.2000397105026575,-2.220025183769503,97.98,98.11,0.24494794856092555,0.1121190500458663,1.79,1.7349999999999999,-10.614525139664801,-7.780979827089325,434.63,445.595,3.9872995421392874,1.4284271591916318,2284.0,2202.5,11.427320490367777,15.550510783200908,163868.0,162389.5,0.5803451558571533,1.4960942671786044
2026-06-01,605429,2855.32,98.82,1.01,471.62,2094,163501,588925.0,570662.0,2.8023941928089315,6.09239795185241,2568.59,2552.17,11.162933749644747,11.878127240740236,98.22,98.16499999999999,0.6108735491753149,0.6672439260428882,1.6,1.685,-36.875,-40.0593471810089,443.4,445.595,6.364456472710877,5.840505391667316,2447.0,2239.5,-14.425827543931344,-6.496985934360349,164120.0,162444.0,-0.377163051425786,0.6506857747900815
2026-06-02,585945,2510.55,98.73,0.99,428.46,2524,164825,588925.0,571872.0,-0.5060067071358831,2.4608653684740642,2568.59,2569.115,-2.2596054644766177,-2.279578765450344,98.23,98.185,0.5090094675760969,0.555074604063759,1.55,1.6349999999999998,-36.12903225806452,-39.44954128440366,446.21,447.245,-3.9779476031465006,-4.200158749678593,2284.0,2239.5,10.507880910683012,12.703728510828311,164120.0,162553.0,0.42956373385327806,1.397697981581392
